0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 000A
1 97A1
1 8890
1 2FA8
1 FAE3
1 6A78
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 000B
1 EB6A
1 2B05
1 E0FE
1 7F5A
1 82D2
1 9B94
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 000C
1 797E
1 F2C0
1 D494
1 AD7B
1 5D1D
1 CF06
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 000D
1 A66A
1 A687
1 0998
1 BBCD
1 60B0
1 6C84
1 2289
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 000E
1 364E
1 5028
1 1E24
1 C06F
1 759F
1 7356
1 762A
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 000F
1 0E92
1 AAC7
1 A036
1 6A4B
1 A524
1 04DD
1 80CA
1 3CF4
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0010
1 7453
1 3941
1 9C86
1 1D5E
1 1503
1 069A
1 8F24
1 D31C
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0011
1 7ED6
1 6145
1 8A7F
1 9C60
1 1CC3
1 9B60
1 FF1D
1 A4DC
1 BBD3
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0012
1 2888
1 52F7
1 37EE
1 41DE
1 E831
1 65EC
1 13B9
1 590E
1 492A
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0013
1 EAA2
1 306D
1 86B0
1 3E87
1 27C6
1 20BA
1 75D2
1 BF66
1 C25C
1 D45A
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0014
1 4C71
1 DE75
1 2567
1 5482
1 99DD
1 4976
1 5418
1 7351
1 E13E
1 D60F
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0015
1 1D0F
1 CE78
1 402C
1 8CCF
1 2C99
1 6277
1 0E40
1 CB57
1 89D5
1 E7F0
1 06D8
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0016
1 4145
1 6AED
1 7E57
1 B52B
1 84AD
1 77F9
1 AE7E
1 3E83
1 32B5
1 7C55
1 0238
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0017
1 D88E
1 D15F
1 82CD
1 0F62
1 8938
1 EA1D
1 EDE2
1 80E3
1 3917
1 F38F
1 5FC5
1 B11D
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0018
1 4B60
1 64F4
1 CF06
1 4B65
1 CBB4
1 CBE7
1 AAF0
1 2BEA
1 0047
1 B4DA
1 B722
1 D767
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0019
1 18F7
1 CF51
1 6CAA
1 8A77
1 478D
1 E3D1
1 2AD9
1 1D8F
1 FEE0
1 6BD7
1 5847
1 8EBC
1 B7F3
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 001A
1 4674
1 1C56
1 4E4C
1 EB8C
1 398F
1 08CA
1 22B1
1 82D2
1 F9D1
1 06E2
1 6E7F
1 10EF
1 39F5
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 001B
1 A44C
1 08A9
1 34A8
1 887A
1 F811
1 C7FA
1 95EC
1 C135
1 440B
1 1FD9
1 64D1
1 5A9D
1 C6DA
1 9400
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 001C
1 27F4
1 9F2C
1 5778
1 B85E
1 5CD4
1 A60F
1 0E66
1 CE18
1 5CC5
1 47F7
1 A982
1 16BD
1 3036
1 67EB
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 001D
1 A5CC
1 AB77
1 FB4E
1 6564
1 AF96
1 F09B
1 DD98
1 BFD9
1 A054
1 3F9B
1 E9A9
1 84CF
1 D67C
1 1BE2
1 2A7C
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 001E
1 11CF
1 E7ED
1 5EB8
1 BB64
1 B134
1 4A01
1 C80E
1 5C66
1 5E10
1 534F
1 62B1
1 4DDF
1 BD50
1 2574
1 B87A
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 001F
1 60E8
1 59CF
1 1D04
1 74A3
1 E437
1 C03D
1 B7D2
1 A2C6
1 82A6
1 8959
1 69B4
1 F6BA
1 BF77
1 3B1F
1 A9E1
1 4F23
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
0 0000
1 0020
1 72B6
1 1E03
1 CDF5
1 887D
1 0415
1 43AA
1 9B52
1 6830
1 1596
1 B857
1 157E
1 DABC
1 533B
1 24F7
1 550D
1 BB76
0 0000
